WS10M_lag1,RH,MIN_TEMP,PREC,WD_sin,SURF_PRESSURE_DIFF,AVG_TEMP,WD_cos,RH_lag1,MONOSOON_SEASON_Southwest_Monsoon,MAX_TEMP,SL_PRESSURE_lag1,CLOUD_COVER,WS10M,XGB_fnn_random
2.71,80.04,24.54,0.29,-0.9897762309,0.0100000000000051,25.6,0.1426289337,84.19,0,29.55,1008.7,1.0,2.18,2.0594345819664333
2.18,85.31,24.59,1.23,-0.6414496316,0.0600000000000022,28.5,-0.7671651518,80.04,0,28.75,1009.4,6.0,3.64,3.0855731274592997
3.64,86.72,24.68,7.14,-0.9483236552,0.0900000000000034,27.7,0.3173046564,85.31,0,26.96,1010.2,4.0,2.28,2.7365586762322573
2.28,81.07,24.16,6.98,0.02094241988,-0.0200000000000102,25.8,0.9997806835,86.72,0,29.53,1011.4,4.0,2.3,2.0944572472406535
2.3,81.65,24.18,22.12,0.2317479035,0.0499999999999971,28.1,0.9727758782,81.07,0,29.6,1012.0,7.0,2.16,2.305563473604079
2.16,86.73,24.0,1.21,-0.8048937974,0.0200000000000102,25.8,0.5934188866,81.65,0,27.36,1011.3,7.0,2.59,2.6685099263513763
2.59,84.57,24.75,1.43,-0.4848096202,-0.0300000000000011,27.8,0.8746197071,86.73,0,28.05,1012.2,6.0,3.48,2.6507826717207434
3.48,81.42,24.54,8.54,0.005235963831,0.0300000000000011,27.6,0.9999862922,84.57,0,28.9,1010.8,4.0,1.76,2.156920787301345
1.76,85.01,24.87,38.65,-0.0488497698,0.1099999999999994,28.8,-0.9988061373,81.42,0,29.18,1010.8,6.0,2.31,2.337963313695957
2.31,85.14,24.68,20.46,-0.9735789029,0.1499999999999914,27.5,-0.2283508701,85.01,0,28.02,1012.7,5.0,2.38,2.2717772050742844
2.38,83.71,24.73,1.54,0.5210096318,-0.1799999999999926,28.2,0.8535507973,85.14,0,29.88,1014.6,6.0,3.62,3.4302813356492283
3.62,82.07,23.91,1.88,0.4679298143,-0.1000000000000085,28.8,0.8837656301,83.71,0,29.35,1011.6,5.0,4.64,3.623539464173963
4.64,83.28,23.48,7.47,0.3255681545,-0.0099999999999909,29.0,0.9455185756,82.07,0,29.45,1010.8,6.0,4.65,4.5770487869176595
4.65,83.8,24.35,5.38,0.5721458734,0.0,27.6,0.8201518759,83.28,0,28.51,1011.1,7.0,2.75,4.384926239260674
2.75,79.46,24.0,6.24,0.70463421,0.0699999999999931,26.8,0.7095707365,83.8,0,30.24,1011.4,5.0,2.32,2.05841719636604
2.32,86.62,23.61,2.38,0.5948227868,0.0300000000000011,27.8,0.8038568606,79.46,0,27.81,1012.8,5.0,4.2,3.3307192433631463
4.2,80.83,22.36,0.08,0.702153053,-0.1299999999999954,27.4,0.712026046,86.62,0,28.02,1011.9,4.0,4.83,4.540533516080981
4.83,81.71,21.93,0.04,0.546101961,-0.1500000000000056,27.5,0.8377187166,80.83,0,28.43,1009.9,2.0,4.37,4.741746256495128
4.37,87.04,23.56,8.26,0.3955455026,0.0200000000000102,28.0,0.9184463813,81.71,0,28.72,1009.1,5.0,4.06,4.159497189273477
4.06,81.66,23.67,7.14,0.9310558159,0.059999999999988,27.1,0.3648767843,87.04,0,30.19,1009.5,5.0,2.27,2.1732454727291683
2.27,85.19,24.32,7.25,0.549022818,0.0,28.0,0.8358073614,81.66,0,28.02,1010.1,6.0,2.43,2.8501477186264186
2.43,86.48,24.25,4.43,0.5821229702,-0.0999999999999943,27.8,0.813100761,85.19,0,28.47,1010.0,7.0,3.85,3.3464819749545387
3.85,83.35,23.07,2.59,0.5877852523,0.0300000000000011,28.1,0.8090169944,86.48,0,29.78,1008.9,5.0,4.04,4.180350584782545
4.04,84.89,23.46,1.73,0.4648420457,0.039999999999992,28.0,0.8853936258,83.35,0,29.78,1009.2,2.0,5.26,4.474319128788085
5.26,84.66,23.22,1.0,0.3189593093,0.0100000000000051,27.6,0.94776841,84.89,0,29.25,1010.4,5.0,5.65,4.720385350769093
5.65,83.25,23.18,0.0,0.3106764296,0.0799999999999983,28.2,0.9505157316,84.66,0,27.58,1010.0,4.0,4.53,5.065436623605519
4.53,81.09,22.49,0.0,0.3106764296,0.0300000000000011,27.3,0.9505157316,83.25,0,28.33,1010.7,6.0,4.69,4.053299725614447
4.69,81.32,20.31,0.0,0.2890317969,0.1099999999999994,26.7,0.9573194975,81.09,0,28.09,1011.6,5.0,4.76,4.394688737625428
4.76,84.04,21.15,0.0,0.2554457579,0.0300000000000011,27.4,0.9668233886,81.32,0,28.24,1011.5,4.0,4.11,4.24407311909946
4.11,86.06,21.97,1.56,0.08019892433,-0.0999999999999943,26.4,0.9967788785,84.04,0,28.57,1011.7,4.0,4.66,4.378720358866586
4.66,86.62,23.46,6.44,-0.07323819713,-0.0499999999999971,27.6,0.9973144772,86.06,0,28.39,1011.5,7.0,5.01,4.3690575931887246
5.01,83.04,22.17,0.26,-0.09931974974,0.039999999999992,27.64285714,0.99505557,86.62,0,28.03,1011.1,6.857142857,4.52,4.470535440823071
4.52,71.84,21.74,0.0,-0.04013179253,0.0700000000000073,27.68571429,0.9991943951,83.04,0,28.41,1010.664267,6.714285714,2.28,2.5167795496042
2.28,77.76,23.09,0.0,-0.2672383761,-0.0100000000000051,27.72857143,0.9636304532,71.84,0,28.27,1010.210294,6.571428571,1.58,1.8760686627800702
1.58,79.05,21.68,0.0,0.6870875108,-0.0300000000000011,27.77142857,0.726574671,77.76,0,29.17,1009.73808,6.428571429,3.35,3.2618334058848344
3.35,85.26,22.23,2.14,0.189095443,0.0,27.81428571,0.9819587127,79.05,0,28.81,1009.305446,6.285714286,3.95,3.9771283203359378
3.95,89.76,24.0,17.27,0.09237058745,-0.0699999999999931,27.85714286,0.9957246982,85.26,0,27.61,1009.259311,6.142857143,4.6,4.546109778219375
4.6,88.81,23.84,6.55,0.1822355255,-0.0300000000000011,27.9,0.9832549076,89.76,0,27.23,1009.657496,6.0,4.2,4.515086375495846
4.2,83.0,24.15,2.65,0.9995598601,0.019999999999996,25.6,0.02966624409,88.81,0,29.36,1010.5,4.0,1.54,1.793275306791698
1.54,84.43,23.61,4.52,0.2402280425,0.039999999999992,27.1,0.9707164816,83.0,0,28.81,1011.7,4.0,2.36,2.5015282955322973
2.36,89.51,24.64,14.47,0.4162807923,0.0,29.9,0.909236109,84.43,0,27.44,1012.4,7.0,2.71,3.004098359274531
2.71,86.24,23.78,9.33,-0.4954586684,0.0400000000000062,28.8,0.8686315144,89.51,0,28.7,1011.5,5.0,2.47,2.726751804356088
2.47,87.19,24.27,22.04,0.3073566178,-0.0600000000000022,30.4,0.9515944039,86.24,0,27.6,1013.2,4.0,3.34,3.356080002409687
3.34,75.76,22.55,0.55,0.8048937974,-0.019999999999996,27.0,0.5934188866,87.19,0,29.03,1010.8,2.0,3.28,3.2278515195301787
3.28,78.78,22.45,0.04,0.8309844693,0.1400000000000005,28.6,0.5562956155,75.76,0,28.91,1010.5,5.0,4.13,3.200801090606062
4.13,79.52,22.09,0.04,0.6626200482,0.1299999999999954,26.9,0.7489557208,78.78,0,28.65,1012.7,2.0,5.62,4.711868681893487
5.62,83.26,22.25,0.48,0.5120428649,0.0600000000000022,30.9,0.8589598969,79.52,0,28.97,1014.0,5.0,6.23,5.986011586059477
6.23,80.0,22.23,0.12,0.5863723567,0.0300000000000011,27.6,0.8100416404,83.26,0,28.44,1012.1,2.0,6.29,5.559722466706317
6.29,79.51,21.48,0.02,0.5504807401,-0.0100000000000051,26.2,0.8348478633,80.0,0,28.02,1014.7,1.666666667,5.64,5.628124435008838
5.64,78.52,21.3,0.01,0.5060337641,0.0400000000000062,27.6,0.8625136692,79.51,0,27.94,1015.1,1.333333333,6.15,5.539212303116843
6.15,77.63,20.71,0.0,0.5620833779,-0.0499999999999971,27.6,0.8270805743,78.52,0,28.36,1014.4,1.0,5.64,5.573689767250847
5.64,81.53,20.96,0.03,0.4539904997,-0.1300000000000096,27.9,0.8910065242,77.63,0,29.22,1013.7,2.0,5.47,5.592119178681531
5.47,77.62,21.53,0.0,0.538770785,-0.0699999999999931,26.9,0.842452397,81.53,0,28.41,1012.5,1.0,5.14,5.1147055799982795
5.14,79.76,21.2,0.02,0.5313985795,-0.1000000000000085,26.6,0.8471219214,77.62,0,29.16,1011.9,2.0,3.88,4.375736185008442
3.88,81.23,22.47,0.01,0.5195191119,0.0400000000000062,27.9,0.8544588301,79.76,0,29.3,1011.3,3.0,5.32,4.364667126032214
5.32,80.65,21.96,0.04,0.5620833779,-0.0400000000000062,28.6,0.8270805743,81.23,0,29.51,1011.1,2.0,5.29,5.2153074390929755
5.29,81.21,22.35,0.23,0.5120428649,-0.0299999999999869,27.6,0.8589598969,80.65,0,29.73,1010.7,4.0,5.2,4.803123981404355
5.2,82.99,22.38,6.5,0.278991106,0.0899999999999892,28.4,0.9602936857,81.21,0,28.8,1011.0,5.0,5.0,4.68872789209012
5.0,84.11,23.22,2.04,0.3106764296,-0.0300000000000011,28.4,0.9505157316,82.99,0,28.94,1011.4,6.0,5.44,4.881129061505838
5.44,86.26,23.16,5.47,0.474088209,0.0300000000000011,27.7,0.8804773535,84.11,0,28.87,1011.9,7.0,4.63,4.903150886066314
4.63,85.05,23.4,4.44,0.5045276238,-0.0499999999999971,27.9,0.8633955506,86.26,0,29.1,1011.6,6.0,4.75,4.511699296092316
4.75,83.54,23.02,1.18,0.3875155865,0.0300000000000011,27.4,0.9218631516,85.05,0,28.64,1011.7,4.0,5.06,4.78171061568064
5.06,83.78,22.84,3.96,0.4617486132,0.0,28.7,0.8870108332,83.54,0,29.25,1011.9,5.0,5.61,5.570050450946331
5.61,78.57,21.81,0.15,0.5254716511,-0.0300000000000011,27.8,0.8508111094,83.78,0,28.94,1011.2,4.0,5.79,5.3539490736525055
5.79,76.98,20.88,0.03,0.5519369853,0.0100000000000051,27.1,0.8338858221,78.57,0,28.55,1010.9,5.0,5.39,5.114751109307393
5.39,76.58,20.02,0.0,0.4115143586,0.0799999999999983,25.9,0.9114032766,76.98,0,28.31,1011.2,5.0,5.08,4.822889825296002
5.08,78.26,20.58,0.1,0.4817536741,0.0499999999999971,26.7,0.87630668,76.58,0,29.04,1012.4,4.0,5.53,5.042159616874479
5.53,79.26,21.73,0.0,0.3987490689,-0.019999999999996,26.8,0.9170600744,78.26,0,29.29,1012.9,5.0,3.87,4.6729774783209
3.87,80.48,22.18,0.04,0.2164396139,-0.0200000000000102,26.9,0.9762960071,79.26,0,29.48,1012.8,5.0,3.82,4.035060233545858
3.82,80.44,22.11,0.03,0.4477590878,-0.0499999999999971,26.4,0.8941542368,80.48,0,29.88,1012.8,2.0,3.97,4.455672327682428
3.97,79.32,22.83,0.13,0.6507742173,0.0799999999999983,28.4,0.7592713073,80.44,0,29.93,1011.9,4.0,2.97,4.38731676465507
2.97,80.77,23.11,0.92,0.3665012267,-0.0300000000000011,28.3,0.930417568,79.32,0,29.57,1012.6,4.0,2.25,3.938908001881129
2.25,79.92,24.02,0.82,0.6441236298,-0.039999999999992,28.4,0.7649214009,80.77,0,30.44,1012.4,3.0,2.27,2.8986448609681403
2.27,75.39,23.49,0.21,0.8028174752,0.0900000000000034,27.4,0.596224875,79.92,0,30.06,1012.0,3.0,1.64,2.1865089507907807
1.64,74.62,22.98,0.02,0.2402280425,-0.0100000000000051,27.4,0.9707164816,75.39,0,29.81,1012.6,2.0,2.26,2.319875897598328
2.26,76.04,21.01,0.0,0.6360782203,-0.019999999999996,27.5,0.7716245834,74.62,0,30.03,1012.4,3.0,5.15,4.458369093568165
5.15,78.06,21.99,0.0,0.5920131788,0.0,27.4,0.8059282822,76.04,0,30.09,1012.2,2.0,6.01,5.067420772085134
6.01,77.68,22.27,0.02,0.6921431739,-0.0400000000000062,28.8,0.7217602281,78.06,0,30.17,1012.6,4.0,5.52,5.3067551444604995
5.52,77.27,22.26,0.02,0.5635260489,0.0100000000000051,28.6,0.8260982945,77.68,0,30.31,1011.5,2.0,4.29,5.0031781079903626
4.29,77.84,22.76,0.84,0.5299192642,-0.1200000000000045,28.5,0.8480480962,77.27,0,30.6,1011.8,3.0,4.36,4.337875538743859
4.36,80.11,23.68,1.86,0.4771587603,0.0799999999999983,28.4,0.8788171127,77.84,0,30.79,1011.2,6.0,4.29,3.813204297407732
4.29,82.77,23.95,13.75,0.5764323162,0.1099999999999994,29.3,0.8171448983,80.11,0,30.11,1012.5,5.0,3.13,4.028510230079997
3.13,84.8,23.95,7.29,0.4399391699,-0.0300000000000011,27.9,0.8980275758,82.77,0,30.29,1013.6,6.0,4.3,4.063387395532866
4.3,81.05,23.72,2.55,0.4555449072,-0.1199999999999903,27.6,0.8902128046,84.8,0,30.21,1012.9,4.0,3.78,3.875756383757279
3.78,76.65,23.23,0.18,0.3206129906,0.039999999999992,27.6,0.9472102777,81.05,0,30.09,1012.0,5.0,1.94,2.5740052208734325
1.94,81.87,25.16,0.91,-0.5735764364,0.0700000000000073,26.9,-0.8191520443,76.65,0,29.53,1011.9,6.0,2.25,2.3569213498692365
2.25,85.71,24.46,26.92,-0.7535633923,0.039999999999992,27.9,-0.6573752458,81.87,0,27.78,1012.9,7.0,1.92,2.228323078191743
1.92,77.39,23.97,10.02,0.5284383347,0.0100000000000051,27.1,0.8489716876,85.71,0,30.13,1013.4,4.0,2.18,2.0548891319446567
2.18,79.88,22.6,0.32,0.6781596699,-0.0600000000000022,28.8,0.7349145951,77.39,0,30.79,1013.5,2.0,4.24,4.00006159271415
4.24,79.64,22.84,0.11,0.6481199011,0.0499999999999971,28.9,0.7615383075,79.88,0,30.57,1012.2,2.0,5.33,4.820477421634936
5.33,79.44,23.59,0.22,0.5299192642,0.0400000000000062,29.6,0.8480480962,79.64,0,31.33,1012.8,3.0,6.16,5.571636263605376
6.16,80.81,23.21,3.1,0.6197790318,-0.1599999999999966,28.4,0.7847763705,79.44,0,31.1,1012.5,5.0,4.14,4.407283209542441
4.14,81.26,24.06,4.83,0.4694715628,0.0499999999999971,28.1,0.8829475929,80.81,0,30.54,1011.6,6.0,2.04,3.028458894485397
2.04,83.87,25.1,12.26,-0.7727335735,0.0600000000000022,28.1,-0.6347305132,81.26,0,28.49,1013.0,3.0,1.74,2.115186516522218
1.74,82.1,25.12,6.04,-0.9925461516,-0.0799999999999983,27.8,0.1218693434,83.87,0,29.63,1013.4,5.0,1.47,1.575651695259299
1.47,82.19,24.61,1.15,-0.5105429179,-0.1300000000000096,28.6,-0.8598522716,82.1,0,29.69,1011.7,3.0,2.21,2.3409168381562235
2.21,76.77,24.14,0.63,0.873772223,0.0100000000000051,28.9,0.4863353804,82.19,0,31.47,1010.8,4.0,2.29,2.224330671151808
2.29,74.08,22.64,0.03,0.9205048535,0.1899999999999977,27.7,0.3907311285,76.77,0,31.05,1011.7,1.0,3.37,3.0056402863835063
3.37,75.9,22.85,0.07,0.6333808726,0.0799999999999983,27.9,0.7738402097,74.08,0,31.44,1012.5,2.0,4.92,4.620900293926435
4.92,73.94,22.18,0.1,0.739631095,-0.1599999999999966,29.8,0.6730125135,75.9,0,31.11,1012.9,2.0,5.35,4.730372976891534
5.35,68.91,20.7,0.0,0.7793379649,-0.1099999999999994,27.2,0.6266038114,73.94,0,31.28,1011.2,2.0,2.38,3.100769415585122
2.38,69.65,22.11,0.0,0.87630668,-0.1099999999999994,27.1,0.4817536741,68.91,0,31.45,1010.3,2.0,2.07,2.331575298987792
2.07,73.83,23.46,0.42,-0.984807753,-0.0300000000000011,28.2,0.1736481777,69.65,0,31.82,1009.6,3.0,1.88,1.9069276059421674
1.88,82.45,25.51,6.44,-0.9907478405,-0.0100000000000051,28.6,0.1357155724,73.83,0,29.68,1009.4,4.0,2.22,2.0225858451684497
2.22,85.03,24.96,18.91,-0.9177546257,0.0499999999999971,28.6,-0.3971478906,82.45,0,27.67,1009.4,5.0,2.76,2.6538847152495464
2.76,80.78,24.98,0.6,-0.9531906678,-0.0099999999999909,28.2,-0.3023698908,85.03,0,29.04,1009.4,5.0,2.87,2.6286468267898226
2.87,74.19,24.86,0.18,-0.7996846585,-0.0400000000000062,28.6,0.6004202253,80.78,0,31.58,1009.7,5.0,1.21,1.5938360640045335
1.21,72.11,23.76,0.02,0.6652303547,0.0499999999999971,28.1,0.7466381823,74.19,0,31.42,1008.9,4.0,1.46,1.7766802135937283
1.46,74.86,24.22,4.24,0.6101451639,-0.059999999999988,29.2,0.7922896434,72.11,0,31.89,1009.7,6.0,2.38,2.162650696284858
2.38,80.14,23.89,2.23,-0.2823414568,0.0300000000000011,27.2,-0.9593139745,74.86,0,30.01,1009.5,6.0,2.53,2.2359839979849228
2.53,81.85,24.45,1.04,-0.596224875,-0.0100000000000051,28.4,-0.8028174752,80.14,0,30.06,1009.7,4.0,2.54,2.7732990841811347
2.54,81.52,25.09,0.51,-0.726574671,0.0999999999999943,29.2,-0.6870875108,81.85,0,29.87,1010.1,5.0,3.69,2.915518251302428
3.69,80.16,25.1,0.07,-0.5045276238,-0.0699999999999931,28.8,-0.8633955506,81.52,0,31.14,1010.4,5.0,3.3,3.2229518829525667
3.3,80.67,24.21,0.48,-0.4555449072,0.1299999999999954,29.0,-0.8902128046,80.16,0,30.37,1009.9,3.0,3.4,3.04858075961225
3.4,79.5,25.22,7.58,-0.9177546257,0.1000000000000085,28.8,-0.3971478906,80.67,0,30.42,1011.6,5.0,2.19,2.306551172961457
2.19,72.61,24.58,2.36,-0.6197790318,-0.0100000000000051,28.3,-0.7847763705,79.5,0,31.48,1012.7,2.0,1.33,1.8414092059102027
1.33,68.26,22.92,0.57,-0.07149744433,0.0600000000000022,28.3,0.9974407829,72.61,0,31.74,1012.3,4.0,1.51,1.7461349469964818
1.51,68.45,23.15,0.42,0.7727335735,0.0,28.2,-0.6347305132,68.26,0,31.34,1012.5,4.0,1.62,1.8575855897825304
1.62,67.66,23.15,0.04,0.8668967489,-0.0300000000000011,28.6,-0.4984877398,68.45,0,31.46,1012.4,6.0,2.06,1.959484698733344
2.06,65.43,23.9,0.14,0.94776841,-0.019999999999996,29.4,0.3189593093,67.66,0,32.66,1012.5,4.0,2.09,1.8436145791120193
2.09,66.35,23.53,0.28,0.4273578634,-0.0200000000000102,29.3,-0.9040825497,65.43,0,31.76,1011.8,5.0,1.52,1.8121022776205677
1.52,71.36,24.15,1.84,0.5015107372,-0.0099999999999909,29.0,0.8651514206,66.35,0,32.72,1012.0,4.0,1.86,1.9866000712612306
1.86,73.79,24.77,5.19,0.726574671,-0.0100000000000051,28.4,0.6870875108,71.36,0,31.28,1011.7,7.0,1.52,1.7414003462432879
1.52,73.0,25.29,9.18,0.5417082103,-0.0400000000000062,28.7,0.8405666035,73.79,0,32.42,1011.6,5.0,1.76,1.735540425243078
1.76,70.45,25.08,0.82,0.1201368388,-0.1099999999999994,27.6,-0.9927573419,73.0,0,31.75,1011.2,4.0,2.04,2.058914309223654
2.04,70.35,24.56,0.18,-0.9829353491,0.0100000000000051,28.9,0.1839513506,70.45,0,32.15,1010.0,3.0,1.75,1.6662778025252414
1.75,72.46,24.4,2.38,-0.8870108332,0.0700000000000073,29.1,-0.4617486132,70.35,0,31.7,1010.5,3.0,1.54,1.8858063143659063
1.54,74.33,25.04,0.7,-0.9999939077,0.039999999999992,28.8,-0.003490651415,72.46,0,31.67,1011.4,4.0,2.05,1.8489803942098584
2.05,76.85,26.17,4.45,-0.9690157314,0.0100000000000051,29.4,-0.2469990127,74.33,0,31.0,1011.5,5.0,2.16,1.9968996957113951
2.16,74.09,25.3,0.47,-0.8964864304,-0.0900000000000034,28.6,-0.4430711908,76.85,0,31.51,1011.4,2.0,1.87,2.1661001307878776
1.87,59.75,22.72,0.0,0.9723699204,-0.0700000000000073,29.0,0.2334453639,74.09,0,33.57,1010.2,4.0,1.39,1.8598864272856395
1.39,65.33,22.78,0.0,-0.6252426563,0.1800000000000068,28.8,-0.7804304073,59.75,0,32.69,1009.8,2.0,2.34,2.2208270407093025
2.34,67.13,24.87,0.05,-0.9931706495,0.1099999999999994,28.9,0.1166707371,65.33,0,32.61,1011.8,2.0,2.02,2.0244912174216068
2.02,69.15,24.69,0.39,-0.9135454576,-0.0400000000000062,29.4,-0.4067366431,67.13,0,32.69,1012.8,3.0,2.12,2.2326198815176017
2.12,70.01,23.91,0.01,-0.8668967489,-0.1699999999999875,28.9,-0.4984877398,69.15,0,32.23,1011.1,2.0,2.22,2.3053795176649223
2.22,73.83,24.55,0.96,-0.5835412114,0.0300000000000011,28.9,-0.8120835269,70.01,0,31.96,1010.5,3.0,2.97,2.595739981329502
2.97,72.91,25.07,0.7,-0.7804304073,0.0499999999999971,28.9,-0.6252426563,73.83,0,32.1,1011.4,1.0,2.91,2.8017015031621457
2.91,71.41,25.0,0.1,-0.6626200482,-0.0100000000000051,28.9,-0.7489557208,72.91,0,32.11,1011.2,1.0,2.81,2.73735669097584
2.81,71.89,24.34,0.01,-0.6520984038,-0.0600000000000022,28.9,-0.7581343362,71.41,0,32.52,1011.5,3.0,2.71,2.681274261200127
2.71,69.89,24.64,0.86,-0.1339861854,-0.0300000000000011,29.2,-0.9909831997,71.89,0,33.13,1010.2,3.0,2.98,2.6136153278666026
2.98,67.22,24.33,1.06,-0.05930637358,0.1500000000000056,29.5,-0.9982398279,69.89,0,32.77,1010.7,2.0,3.16,2.814245996518831
3.16,70.2,24.82,0.15,-0.8508111094,0.019999999999996,29.6,-0.5254716511,67.22,0,32.42,1012.1,3.0,2.18,2.9430358783094785
2.18,69.31,25.77,0.07,-0.9967788785,-0.0699999999999931,29.1,-0.08019892433,70.2,0,32.35,1011.8,2.0,2.13,2.105947844977722
2.13,74.54,25.8,0.13,-0.7156927337,-0.0700000000000073,29.9,-0.6984152854,69.31,0,31.87,1011.2,3.0,2.57,2.3375149145054364
2.57,75.03,26.08,0.14,-0.5195191119,-0.0900000000000034,30.1,-0.8544588301,74.54,0,31.91,1010.1,2.0,3.55,2.9072246120609515
3.55,71.47,26.38,0.11,-0.822144041,0.0500000000000113,29.8,-0.5692795234,75.03,0,32.49,1009.6,3.0,2.5,2.648855834406753
2.5,69.66,26.89,0.46,-0.875464527,0.0,29.8,-0.4832823833,71.47,0,33.12,1010.5,4.0,1.89,1.9453829725352627
1.89,76.9,26.6,4.75,-0.822144041,-0.0200000000000102,30.2,-0.5692795234,69.66,0,30.31,1010.0,4.0,2.07,2.3064843193785696
2.07,74.43,25.93,1.02,-0.7836934573,-0.0899999999999892,29.6,-0.6211477803,76.9,0,32.55,1009.8,6.0,1.87,1.9836941103000125
1.87,76.23,26.01,3.06,-0.5635260489,0.0,30.1,-0.8260982945,74.43,0,33.07,1009.3,7.0,2.29,2.2108839033919314
2.29,74.02,25.7,2.53,-0.4336590846,0.019999999999996,30.2,-0.9010770213,76.23,0,33.47,1009.6,5.0,2.72,2.3847265381406486
2.72,75.48,26.14,2.61,-0.6665324702,0.0799999999999983,29.4,-0.7454759997,74.02,0,32.2,1009.8,4.0,2.39,2.2649873545525128
2.39,78.49,26.5,5.37,-0.7604059656,-0.019999999999996,28.8,-0.6494480483,75.48,0,31.59,1010.4,5.0,2.26,2.2923487581787434
2.26,87.37,26.04,83.86,-0.6320293027,0.0600000000000022,29.5,-0.7749444887,78.49,0,29.14,1010.0,7.0,3.02,3.2518301010794732
3.02,82.22,25.65,3.48,-0.3305143927,-0.0200000000000102,27.9,-0.9438009516,87.37,0,30.75,1010.6,5.0,3.23,2.8614005424827895
3.23,81.77,25.92,2.37,-0.1839513506,-0.0999999999999943,29.1,-0.9829353491,82.22,0,30.28,1009.9,5.0,3.86,3.5312247109831985
3.86,83.18,25.95,14.38,-0.3794561595,-0.1200000000000045,29.1,-0.9252097184,81.77,0,29.91,1009.5,6.0,2.81,3.5942609803215344
2.81,73.19,24.91,3.54,-0.8677654534,-0.0999999999999943,28.8,-0.496973961,83.18,0,30.91,1007.4,6.0,2.13,1.88256526752318
2.13,79.77,26.11,8.55,-0.9025852843,0.0099999999999909,28.8,-0.4305110968,73.19,0,30.41,1007.1,6.0,2.27,2.27830629179957
2.27,83.27,25.87,7.86,-0.9677091705,0.1200000000000045,28.8,-0.2520693582,79.77,0,29.33,1007.3,4.0,2.3,2.322666869374819
2.3,76.4,26.07,3.91,-0.7996846585,0.0400000000000062,28.6,0.6004202253,83.27,0,31.88,1008.1,6.0,2.08,1.802654857740679
2.08,79.97,26.16,20.1,-0.9258705848,0.0600000000000022,29.1,-0.3778407868,76.4,0,30.31,1008.9,6.0,2.37,1.9981698689635357
2.37,74.85,25.71,2.51,-0.0348994967,-0.0700000000000073,27.4,-0.999390827,79.97,0,30.0,1009.0,8.0,1.22,1.7195608715008504
1.22,76.51,25.19,3.32,-0.0488497698,-0.039999999999992,29.0,-0.9988061373,74.85,0,31.86,1008.5,7.0,3.08,2.716177399240023
3.08,83.6,25.83,7.92,-0.5692795234,0.0,29.8,-0.822144041,76.51,0,30.67,1007.4,7.0,2.74,3.0143101240823036
2.74,85.18,26.76,13.82,-0.8526401644,0.0699999999999931,28.4,-0.5224985647,83.6,0,30.24,1007.8,7.0,3.51,3.136258635409803
3.51,83.4,26.56,10.09,-0.9372819895,-0.0699999999999931,27.9,-0.3485720473,85.18,0,30.2,1008.0,7.0,6.15,4.870322499043202
6.15,85.52,26.4,7.16,-0.875464527,-0.0400000000000062,29.4,-0.4832823833,83.4,1,29.69,1008.4,5.0,6.28,6.149218004849597
6.28,86.58,27.14,7.24,-0.7749444887,0.0100000000000051,29.5,-0.6320293027,85.52,1,29.73,1008.1,5.0,5.97,6.004553532921065
5.97,88.26,26.85,7.19,-0.7592713073,0.1400000000000005,28.8,-0.6507742173,86.58,1,29.57,1008.5,8.0,6.64,6.089460630095069
6.64,83.56,26.23,3.01,-0.8241261886,0.1400000000000005,29.1,-0.5664062369,88.26,1,29.81,1010.0,5.0,4.61,4.898350677498024
4.61,83.81,26.54,0.52,-0.4786918579,0.0499999999999971,29.3,-0.8779829754,83.56,1,29.82,1011.3,5.0,4.17,4.46213693155083
4.17,81.36,25.71,0.02,-0.6197790318,-0.1000000000000085,29.4,-0.7847763705,83.81,1,30.32,1011.5,4.0,4.48,4.372142545712889
4.48,82.19,25.61,0.18,-0.8348478633,0.0,29.5,-0.5504807401,81.36,1,30.05,1010.0,5.0,5.37,4.779918391954974
5.37,79.34,26.65,0.08,-0.9612616959,-0.0099999999999909,30.6,-0.2756373558,82.19,1,30.3,1010.2,4.0,5.6,5.183836001897934
5.6,79.72,25.81,0.08,-0.9515944039,-0.1500000000000056,30.5,-0.3073566178,79.34,1,30.16,1010.6,5.0,5.07,5.237509958471491
5.07,78.92,26.03,0.08,-0.6717205893,0.0100000000000051,30.1,-0.7408045963,79.72,1,30.66,1009.1,6.0,4.53,5.101000547438171
4.53,82.5,25.85,0.16,-0.6507742173,0.1400000000000005,29.9,-0.7592713073,78.92,1,30.53,1009.2,5.0,4.33,4.574703448074022
4.33,84.75,26.17,0.42,-0.7604059656,-0.0600000000000022,28.8,-0.6494480483,82.5,1,30.04,1010.4,5.0,5.06,4.494733651200138
5.06,82.68,26.24,0.29,-0.7836934573,-0.0499999999999971,29.9,-0.6211477803,84.75,1,30.31,1009.3,5.0,5.33,5.1937519512132795
5.33,82.58,26.56,0.28,-0.8980275758,-0.0600000000000022,29.1,-0.4399391699,82.68,1,30.59,1009.2,5.0,5.24,5.2158004304588
5.24,82.98,26.72,0.2,-0.9003187714,0.0799999999999983,29.0,-0.4352310994,82.58,1,30.62,1009.4,5.0,4.87,5.0405440635620335
4.87,84.98,26.77,1.61,-0.8489716876,0.0699999999999931,29.6,-0.5284383347,82.98,1,29.87,1009.9,5.0,5.18,4.92972066046485
