WS10M_lag1,RH,MIN_TEMP,PREC,WD_sin,SURF_PRESSURE_DIFF,AVG_TEMP,WD_cos,RH_lag1,MONOSOON_SEASON_Southwest_Monsoon,MAX_TEMP,SL_PRESSURE_lag1,CLOUD_COVER,WS10M,XGB_fnn_optuna
1.8,78.97,25.3,6.56,0.8443279255,-0.019999999999996,28.1,0.535826795,74.43,0,30.86,1010.7,7.0,1.66,1.4890231901200432
1.66,76.83,24.07,1.17,0.842452397,0.0899999999999892,27.6,0.538770785,78.97,0,31.33,1011.1,2.0,2.57,2.0025677293445003
2.57,78.67,23.99,0.65,0.8059282822,0.0400000000000062,29.0,0.5920131788,76.83,0,31.03,1011.2,4.0,3.26,2.8483475279634196
3.26,77.44,23.46,0.45,0.79863551,0.0999999999999943,29.6,0.6018150232,78.67,0,31.4,1011.6,5.0,2.63,3.000478955746313
2.63,80.2,25.03,0.75,0.6870875108,-0.039999999999992,31.7,0.726574671,77.44,0,30.44,1013.0,6.0,3.65,3.6893461938553833
3.65,78.07,24.26,0.48,0.6481199011,-0.1500000000000056,29.6,0.7615383075,80.2,0,31.08,1012.4,3.0,3.36,3.4778230038451943
3.36,76.88,24.4,0.17,0.6441236298,0.0100000000000051,29.3,0.7649214009,78.07,0,31.17,1011.0,4.0,3.93,3.4889455020905
3.93,76.86,23.96,0.24,0.6401096995,0.0699999999999931,29.7,0.7682835236,76.88,0,31.55,1011.0,2.0,3.77,4.022569829268918
3.77,77.69,25.21,0.69,0.6427876097,-0.1099999999999994,30.6,0.7660444431,76.86,0,31.34,1011.3,5.0,3.57,3.0617741232785454
3.57,76.76,25.01,1.22,0.6032079877,-0.0699999999999931,29.6,0.7975839288,77.69,0,30.96,1009.9,5.0,2.78,2.512198100566038
2.78,75.37,24.7,0.41,0.546101961,-0.0499999999999971,29.2,0.8377187166,76.76,0,31.43,1009.6,4.0,2.05,2.2795935692716696
2.05,77.39,25.19,4.48,0.09584575252,-0.0300000000000011,29.4,0.9953961984,75.37,0,31.35,1009.5,6.0,2.08,1.9915951254616544
2.08,80.52,25.18,9.38,-0.6481199011,0.0099999999999909,29.4,-0.7615383075,77.39,0,30.6,1009.0,6.0,1.77,1.977556470373206
1.77,80.26,25.67,4.84,-0.9472102777,0.0800000000000125,28.6,-0.3206129906,80.52,0,29.46,1009.3,6.0,1.33,1.7829158483325682
1.33,78.9,25.72,3.28,-0.9918944426,0.0299999999999869,29.8,-0.1270646086,80.26,0,30.94,1010.3,6.0,1.6,1.490895181515912
1.6,80.93,26.33,2.44,-0.98450318,0.0300000000000011,29.4,-0.1753667261,78.9,0,30.21,1010.4,5.0,1.78,1.8009901222074471
1.78,81.09,25.31,2.24,-0.6768759697,0.0100000000000051,28.9,-0.7360970871,80.93,0,30.41,1010.9,4.0,2.4,2.502731318586297
2.4,81.81,25.73,1.29,-0.9466492601,0.0,29.1,-0.3222656952,81.09,0,30.36,1011.1,4.0,2.62,2.62916074407621
2.62,82.1,25.63,2.21,-0.7193398003,0.0,29.7,-0.6946583705,81.81,0,30.65,1011.2,3.0,2.52,2.628308861708216
2.52,82.35,25.32,2.67,-0.7431448255,0.0,29.4,-0.6691306064,82.1,0,29.95,1010.9,4.0,2.67,2.8786659532437096
2.67,77.42,26.2,1.11,-0.9900236577,-0.0699999999999931,29.0,-0.1409012319,82.35,0,31.06,1011.0,4.0,2.1,2.3447372837316336
2.1,74.17,26.21,0.62,-0.9999939077,0.0099999999999909,29.9,0.003490651415,77.42,0,31.6,1010.4,4.0,1.89,1.7397980608684487
1.89,71.17,25.18,0.16,-0.9900236577,-0.0600000000000022,29.9,-0.1409012319,74.17,0,32.48,1010.1,3.0,1.54,1.6811391787420078
1.54,76.86,25.37,0.18,-0.9654726309,0.0700000000000073,29.2,-0.2605045086,71.17,0,31.11,1009.4,2.0,2.63,2.410995602074921
2.63,73.29,25.26,0.08,-0.822144041,0.019999999999996,29.1,-0.5692795234,76.86,0,32.04,1010.7,5.0,2.23,2.1066691487649853
2.23,76.0,24.99,0.04,-0.6652303547,-0.0499999999999971,29.2,-0.7466381823,73.29,0,32.03,1010.2,6.0,2.81,2.674883015704959
2.81,77.75,25.83,0.06,-0.822144041,-0.1000000000000085,28.9,-0.5692795234,76.0,0,31.66,1009.9,4.0,3.57,3.0016726140356904
3.57,76.1,25.74,0.01,-0.8853936258,0.0300000000000011,29.6,-0.4648420457,77.75,0,31.96,1009.2,6.0,2.78,2.630529869311029
2.78,71.99,26.32,0.11,-0.9998476952,0.1300000000000096,30.1,0.01745240644,76.1,0,32.41,1010.5,4.0,1.72,1.5124934880202456
1.72,73.12,25.07,0.23,-0.7132504492,0.1199999999999903,30.1,-0.7009092643,71.99,0,32.36,1011.0,4.0,1.6,1.8387746446717264
1.6,73.18,25.0,0.02,-0.7156927337,-0.039999999999992,29.8,-0.6984152854,73.12,0,32.19,1011.8,4.0,2.03,1.716354113810439
2.03,72.11,24.92,2.72,-0.9971851335,-0.019999999999996,30.6,-0.07497872683,73.18,0,31.73,1011.3,5.0,1.82,2.092978860137148
1.82,75.46,26.25,11.27,-0.6691306064,-0.0300000000000011,29.9,-0.7431448255,72.11,0,31.32,1011.2,3.0,1.31,1.234089019216617
1.31,74.65,26.04,10.77,0.8231363685,0.019999999999996,29.1,-0.5678437451,75.46,0,31.63,1011.2,3.0,1.66,1.7736520526125195
1.66,78.64,26.47,12.94,-0.2973748741,0.039999999999992,28.4,-0.9547607995,74.65,0,30.7,1011.0,3.0,1.45,1.5501158464552423
1.45,79.33,26.22,10.37,-0.9999984769,-0.0899999999999892,28.8,-0.001745328366,78.64,0,30.23,1011.5,5.0,1.58,1.6231807700542578
1.58,81.12,26.36,12.26,-0.8694949295,-0.1600000000000108,29.4,-0.4939418666,79.33,0,30.31,1010.1,4.0,1.67,1.4837951440938182
1.67,79.38,25.58,2.22,-0.9205048535,0.0700000000000073,29.4,-0.3907311285,81.12,0,30.78,1009.2,3.0,1.82,1.5875695571468278
1.82,77.35,26.21,2.32,-0.9809551553,0.1200000000000045,29.6,-0.1942343512,79.38,0,31.0,1010.0,3.0,1.73,1.6618771669825636
1.73,77.59,26.22,3.84,-0.7975839288,-0.0900000000000034,29.6,-0.6032079877,77.35,0,31.43,1011.0,3.0,1.9,2.0052048683779664
1.9,84.21,26.49,7.79,-0.6730125135,-0.0499999999999971,29.8,-0.739631095,77.59,0,30.48,1009.9,4.0,3.65,3.0664164355328607
3.65,82.02,26.07,8.89,-0.7466381823,0.0699999999999931,29.2,-0.6652303547,84.21,0,30.24,1009.7,4.0,2.61,2.6437089837500407
2.61,78.33,26.46,5.45,-0.6454576877,-0.0999999999999943,29.3,-0.7637960286,82.02,0,31.55,1010.1,6.0,2.05,2.0916494005885657
2.05,79.4,26.74,3.9,-0.549022818,-0.0499999999999971,30.4,-0.8358073614,78.33,0,32.02,1009.5,5.0,2.3,2.4173193729214737
2.3,76.26,26.04,6.7,-0.5591929035,0.0999999999999943,30.1,-0.8290375726,79.4,0,32.63,1009.1,4.0,2.04,2.0503492852514515
2.04,80.79,26.69,9.24,-0.9121201162,0.1099999999999994,29.7,-0.4099230338,76.26,0,30.95,1010.0,6.0,2.45,2.307492641565384
2.45,80.79,26.24,1.41,-0.8894163733,-0.0600000000000022,29.9,-0.4570979271,80.79,0,30.86,1011.0,4.0,2.5,2.5323218571504738
2.5,83.59,26.91,2.29,-0.7169106077,-0.0999999999999943,30.2,-0.6971651029,80.79,0,30.35,1010.1,5.0,3.46,3.1101587730268996
3.46,83.75,26.92,1.05,-0.860742027,-0.1700000000000017,30.4,-0.5090414158,83.59,0,30.5,1009.3,3.0,3.48,3.3857128663665788
3.48,82.28,27.06,2.5,-0.5591929035,-0.0100000000000051,31.8,-0.8290375726,83.75,0,31.09,1006.9,5.0,3.5,3.4853243311197826
3.5,81.11,26.86,7.54,-0.4131044298,0.1500000000000056,30.0,-0.9106836608,82.28,0,31.47,1007.9,5.0,2.97,2.9387885277588364
2.97,79.67,27.01,5.72,-0.3255681545,0.0,29.7,-0.9455185756,81.11,0,31.54,1009.0,5.0,3.17,2.9550137703873567
3.17,82.07,26.98,4.74,-0.5402403205,-0.0700000000000073,29.6,-0.8415107819,79.67,0,31.04,1008.6,6.0,2.99,3.3139777042174967
2.99,81.01,26.85,4.75,-0.4430711908,0.0,29.9,-0.8964864304,82.07,0,30.94,1008.4,5.0,2.8,2.8565034368053426
2.8,81.58,27.04,17.5,-0.1650476059,0.0300000000000011,29.1,-0.9862856015,81.01,0,31.04,1008.0,7.0,2.15,2.3031713345756195
2.15,83.9,26.48,12.58,-0.5299192642,0.1099999999999994,28.6,-0.8480480962,81.58,0,30.39,1009.1,4.0,2.37,2.274472189151819
2.37,82.56,26.44,4.7,-0.7836934573,-0.0300000000000011,29.4,-0.6211477803,83.9,0,31.2,1010.4,5.0,2.77,2.5840871707851574
2.77,83.82,26.94,2.86,-0.8980275758,-0.0499999999999971,29.1,-0.4399391699,82.56,0,31.11,1009.8,4.0,3.46,3.216576802219139
3.46,84.23,27.28,0.38,-0.9466492601,-0.1700000000000017,30.4,-0.3222656952,83.82,0,30.54,1009.1,5.0,4.17,3.84247762455731
4.17,82.51,27.54,0.18,-0.8878153851,-0.0899999999999892,30.4,-0.4601997848,84.23,0,30.97,1007.3,4.0,3.91,3.8942813909412073
3.91,80.52,26.89,0.28,-0.8309844693,0.0799999999999983,30.6,-0.5562956155,82.51,0,31.23,1006.6,2.0,3.75,3.695764327325851
3.75,80.8,27.22,0.97,-0.7581343362,0.1400000000000005,28.85,-0.6520984038,80.52,0,30.56,1007.3,5.0,2.64,2.703287211623949
2.64,81.98,26.64,1.42,-0.5792811723,-0.0200000000000102,27.1,-0.8151277957,80.8,0,29.97,1011.6,2.0,2.59,2.4899258712006618
2.59,79.08,26.36,2.8,-0.2756373558,0.0,30.2,-0.9612616959,81.98,0,31.59,1008.9,4.0,2.66,2.6188989358664654
2.66,77.05,26.02,2.17,-0.05407881298,0.0100000000000051,29.6,-0.9985366703,79.08,0,32.5,1008.0,5.0,2.63,2.6259502671778887
2.63,81.39,26.58,11.94,-0.02094241988,0.0400000000000062,28.8,-0.9997806835,77.05,0,31.29,1008.6,6.0,2.6,2.3609724664474725
2.6,83.7,26.21,5.74,-0.1719291003,0.0,28.6,-0.9851093262,81.39,1,30.33,1009.3,5.0,2.95,3.0133455009202716
2.95,84.62,26.67,4.35,-0.6586894601,0.019999999999996,29.4,-0.7524149089,83.7,1,30.08,1008.7,3.0,2.99,3.107675383493209
2.99,84.66,27.02,4.28,-0.7836934573,-0.1000000000000085,30.1,-0.6211477803,84.62,1,30.36,1008.7,5.0,2.5,2.7354574899857687
2.5,83.42,26.84,4.24,-0.6743023876,0.0100000000000051,29.9,-0.7384553406,84.66,1,30.77,1008.4,5.0,2.6,2.404801647305225
2.6,82.8,27.02,3.54,-0.8079898839,0.0400000000000062,28.4,-0.5891963574,83.42,1,31.0,1008.2,6.0,2.53,2.480553268101314
2.53,86.18,26.96,5.46,-0.8553642602,-0.0100000000000051,28.2,-0.5180270094,82.8,1,29.54,1009.3,7.0,2.86,2.6342707115834183
2.86,82.05,26.58,11.73,-0.6586894601,0.0400000000000062,29.4,-0.7524149089,86.18,1,29.92,1007.9,7.0,3.4,2.8718804451206927
3.4,78.41,26.36,14.14,-0.8941542368,0.0,28.7,-0.4477590878,82.05,1,31.69,1008.5,7.0,2.06,1.9481189641831678
2.06,83.17,26.32,10.62,-0.5504807401,-0.0200000000000102,28.9,-0.8348478633,78.41,1,30.21,1009.1,7.0,1.85,2.2140650741856343
1.85,78.86,26.1,16.56,-0.7901550124,-0.0099999999999909,28.6,-0.6129070537,83.17,1,30.95,1007.8,6.0,1.47,1.335254761326003
1.47,86.25,26.18,50.28,-0.9426414911,-0.0799999999999983,28.4,-0.3338068592,78.86,1,28.67,1008.5,7.0,1.92,1.9264318056926635
1.92,86.94,25.96,22.9,-0.2181432414,-0.0800000000000125,27.6,-0.9759167619,86.25,1,29.11,1008.0,7.0,3.29,3.110547878043188
3.29,84.75,26.06,14.86,-0.9989705698,-0.039999999999992,28.4,0.04536298813,86.94,1,29.94,1007.0,7.0,2.85,2.8827825987222035
2.85,85.27,25.91,39.84,-0.5990235985,0.0799999999999983,28.9,0.8007313709,84.75,1,29.82,1006.7,7.0,3.73,3.647524395587279
3.73,85.99,24.78,103.99,-0.7615383075,-0.0999999999999943,26.1,0.6481199011,85.27,1,28.16,1007.6,8.0,5.75,5.725876379344827
5.75,87.94,26.26,46.09,-0.999390827,-0.220000000000013,25.9,-0.0348994967,85.99,1,27.73,1006.6,8.0,9.63,9.385253474927524
9.63,84.28,26.73,27.6,-0.9788673888,0.0800000000000125,28.6,-0.2044960518,87.94,1,29.01,1004.3,7.0,7.78,7.682292300395235
7.78,85.68,27.04,20.81,-0.8270805743,0.0499999999999971,28.9,-0.5620833779,84.28,1,29.22,1004.2,6.0,6.94,7.194701928762514
6.94,86.61,26.82,8.9,-0.7705132428,0.1400000000000005,29.2,-0.6374239897,85.68,1,29.36,1005.9,7.0,7.86,7.419875758636486
7.86,84.42,26.69,16.74,-0.875464527,0.0900000000000034,29.4,-0.4832823833,86.61,1,29.48,1006.8,7.0,6.24,6.828948902867687
6.24,87.43,27.21,5.17,-0.8090169944,0.0799999999999983,28.9,-0.5877852523,84.42,1,29.15,1007.2,7.0,5.69,5.935564308909814
5.69,88.49,27.19,3.88,-0.8069603121,0.0999999999999943,29.8,-0.5906056676,87.43,1,29.31,1008.3,7.0,5.61,5.550110086475986
5.61,88.84,27.27,3.25,-0.906307787,0.0100000000000051,29.6,-0.4226182617,88.49,1,29.29,1009.7,5.0,5.95,5.808555152368386
5.95,89.0,26.56,10.31,-0.8048937974,0.0099999999999909,28.4,-0.5934188866,88.84,1,29.05,1009.9,6.0,7.36,6.386562720220276
7.36,85.19,26.47,4.63,-0.9271838546,-0.0899999999999892,29.5,-0.3746065934,89.0,1,29.53,1009.9,6.0,6.56,6.727995614659111
6.56,87.08,26.89,4.78,-0.9218631516,-0.0300000000000011,29.3,-0.3875155865,85.19,1,29.22,1009.1,4.0,6.01,6.23878532864347
6.01,87.53,26.1,23.35,-0.8902128046,0.0899999999999892,30.1,-0.4555449072,87.08,1,28.79,1008.9,7.0,6.44,6.064890986545529
6.44,84.77,25.75,17.14,-0.930417568,0.1300000000000096,27.0,-0.3665012267,87.53,1,28.49,1010.0,7.0,5.88,6.096744998852969
5.88,83.2,25.54,4.21,-0.9499720515,-0.1899999999999977,28.0,-0.3123349185,84.77,1,29.11,1010.2,7.0,6.03,6.090608688295595
6.03,85.43,25.91,13.91,-0.9297764859,-0.0300000000000011,28.4,-0.3681245527,83.2,1,28.89,1009.1,6.0,6.16,5.962715603585274
6.16,86.64,26.12,6.43,-0.9650164945,0.0499999999999971,29.6,-0.2621891786,85.43,1,28.82,1009.1,7.0,5.53,5.7463130889287415
5.53,85.41,26.18,4.35,-0.9510565163,0.0499999999999971,29.9,-0.3090169944,86.64,1,28.88,1009.6,6.0,5.09,5.505423228255947
5.09,86.19,25.98,1.32,-0.9048270525,-0.0400000000000062,29.2,-0.4257792916,85.41,1,28.74,1010.1,6.0,5.74,5.312097394344886
5.74,86.45,25.97,1.41,-0.8845809752,-0.059999999999988,30.1,-0.4663866403,86.19,1,28.57,1008.8,5.0,5.41,5.787096096760048
5.41,86.66,26.26,3.51,-0.8917975296,-0.0300000000000011,29.2,-0.4524347093,86.45,1,29.12,1007.9,6.0,6.57,6.03993492279322
6.57,84.29,26.33,2.94,-0.7771459615,0.0499999999999971,29.4,-0.629320391,86.66,1,29.23,1008.4,6.0,6.13,6.075283698159456
6.13,83.17,26.0,1.1,-0.6959127966,0.0300000000000011,29.4,-0.7181262978,84.29,1,29.33,1009.0,6.0,5.75,6.035651101249831
5.75,86.69,25.96,8.96,-0.5620833779,0.0099999999999909,28.9,-0.8270805743,83.17,1,29.01,1009.1,6.0,6.37,5.7688940411335246
6.37,89.48,26.4,12.27,-0.7241718614,0.0300000000000011,27.5,-0.6896195437,86.69,1,28.36,1009.7,7.0,6.36,6.188747282793301
6.36,89.37,26.21,7.66,-0.7738402097,0.0300000000000011,28.0,-0.6333808726,89.48,1,28.68,1010.3,6.0,5.62,5.837971114564785
5.62,86.34,25.63,6.71,-0.8886172327,0.0600000000000022,27.6,-0.4586495545,89.37,1,28.61,1010.6,6.0,5.68,5.3346002546313915
5.68,87.05,25.87,3.26,-0.8941542368,0.0,28.9,-0.4477590878,86.34,1,28.03,1010.9,6.0,5.38,5.667323419690225
5.38,90.11,25.75,10.47,-0.8377187166,0.0100000000000051,29.1,-0.546101961,87.05,1,27.97,1011.0,6.0,5.53,5.079543499499783
5.53,88.89,25.62,5.88,-0.8878153851,0.039999999999992,28.0,-0.4601997848,90.11,1,28.15,1010.6,6.0,5.91,5.314921960946594
5.91,88.35,25.7,1.51,-0.940288127,-0.0799999999999983,29.8,-0.3403795502,88.89,1,27.93,1010.9,6.0,6.0,6.166366409747056
6.0,85.41,26.01,0.86,-0.9895257891,-0.1299999999999954,29.8,-0.144356201,88.35,1,28.78,1009.7,6.0,7.0,6.779234427362432
7.0,86.36,25.78,2.26,-0.9781476007,-0.1099999999999994,29.1,-0.2079116908,85.41,1,28.29,1009.0,7.0,6.85,6.81342048778198
6.85,87.14,25.59,7.77,-0.9198214973,-0.0600000000000022,29.6,-0.3923371166,86.36,1,28.32,1007.8,7.0,6.46,6.863332992670947
6.46,85.67,24.93,3.72,-0.9568135841,0.0600000000000022,28.9,-0.2907021936,87.14,1,27.61,1007.0,6.0,6.26,6.319131486981041
6.26,86.33,24.71,3.6,-0.9449489122,-0.0300000000000011,28.4,-0.327217899,85.67,1,28.06,1007.2,6.0,6.53,5.9880117016257834
6.53,86.06,25.11,5.11,-0.9488760116,-0.0100000000000051,28.9,-0.3156490369,86.33,1,27.45,1007.2,6.0,7.26,7.130685405556254
7.26,86.53,24.99,4.67,-0.9719610006,0.0100000000000051,27.5,-0.2351421131,86.06,1,27.74,1006.8,7.0,6.67,6.649385996301927
6.67,84.97,24.68,1.64,-0.9986295348,0.1299999999999954,29.1,0.05233595624,86.53,1,27.78,1007.2,6.0,6.8,6.503035036826292
6.8,85.37,24.68,1.23,-0.9890158634,0.0200000000000102,29.0,0.1478094111,84.97,1,27.68,1008.4,7.0,7.34,6.633218934283143
7.34,86.9,24.6,2.45,-0.9961946981,-0.0900000000000034,29.1,0.08715574275,85.37,1,27.79,1007.9,6.0,6.29,6.456274811382796
6.29,87.94,25.16,0.6,-0.9999756307,0.039999999999992,28.6,0.006981260298,86.9,1,27.92,1007.4,6.0,6.27,5.838920621449456
6.27,89.26,25.15,0.38,-0.9979156183,0.0300000000000011,28.4,-0.06453230825,87.94,1,27.62,1008.3,6.0,5.61,6.022712106378574
5.61,89.36,25.22,1.94,-0.9645574185,-0.0499999999999971,28.9,-0.26387305,89.26,1,27.66,1009.0,5.0,5.4,5.634570985619202
5.4,92.33,25.37,3.54,-0.8633955506,0.0499999999999971,28.6,-0.5045276238,89.36,1,27.33,1007.9,6.0,5.12,5.431155757665555
5.12,91.76,25.41,4.93,-0.860742027,0.0499999999999971,29.2,-0.5090414158,92.33,1,27.49,1008.8,7.0,4.64,4.611830394305378
4.64,90.83,25.44,1.57,-0.9739759673,-0.0099999999999909,29.4,-0.2266513074,91.76,1,27.78,1009.3,5.0,4.96,5.043065351280162
4.96,87.99,25.42,0.89,-0.9931706495,-0.0799999999999983,29.2,-0.1166707371,90.83,1,28.74,1008.9,3.0,5.71,5.319526251994014
5.71,88.47,24.93,0.35,-0.9921147013,0.0300000000000011,29.5,-0.1253332336,87.99,1,28.74,1007.8,4.0,4.91,4.929156474352193
4.91,84.84,25.45,0.3,-0.99505557,0.019999999999996,29.4,-0.09931974974,88.47,1,28.69,1008.7,4.0,3.69,4.716569574465527
3.69,86.31,25.36,0.51,-0.9884938868,0.0100000000000051,29.4,0.1512608202,84.84,1,28.28,1008.4,4.0,5.16,4.270982732100201
5.16,86.86,25.29,0.22,-0.9943379441,0.0,29.0,-0.1062640713,86.31,1,28.89,1009.1,3.0,4.99,4.918024424745287
4.99,91.11,25.17,0.19,-0.9900236577,-0.0400000000000062,29.4,-0.1409012319,86.86,1,28.37,1009.2,4.0,5.16,5.1905075978996145
5.16,88.47,24.95,0.29,-0.9588197349,0.0400000000000062,29.0,-0.2840153447,91.11,1,28.67,1009.0,5.0,4.58,4.367812019833467
4.58,83.84,25.52,1.81,-0.9384930228,0.0899999999999892,29.6,-0.345298199,88.47,1,28.23,1009.2,6.0,5.6,5.541742158250105
5.6,84.84,24.95,7.2,-0.9488760116,0.0100000000000051,29.8,-0.3156490369,83.84,1,28.6,1009.3,6.0,6.26,5.836703682346835
6.26,83.57,24.69,3.09,-0.9947028171,-0.019999999999996,28.1,-0.1027925368,84.84,1,28.0,1009.4,6.0,6.45,6.15188724366731
6.45,89.18,24.58,4.81,-0.9040825497,-0.0900000000000034,28.8,-0.4273578634,83.57,1,27.86,1009.1,5.0,5.13,5.053690388911936
5.13,87.44,25.27,2.57,-0.9989705698,0.0100000000000051,28.7,-0.04536298813,89.18,1,28.18,1008.7,6.0,5.37,5.229122993882297
5.37,85.75,24.71,0.35,-0.9999756307,-0.0400000000000062,28.1,0.006981260298,87.44,1,28.45,1010.0,4.0,5.0,5.070910827161142
5.0,89.62,24.61,1.43,-0.9832549076,-0.0999999999999943,28.6,-0.1822355255,85.75,1,27.53,1008.4,6.0,5.3,5.298461855847455
5.3,89.77,24.58,3.84,-0.8396198645,0.0300000000000011,28.2,-0.54317445,89.62,1,26.69,1007.9,7.0,4.81,5.024841298271298
4.81,86.82,24.5,2.75,-0.9499720515,0.0999999999999943,28.8,-0.3123349185,89.77,1,27.4,1008.2,6.0,4.32,4.498330971491039
4.32,87.47,24.6,1.54,-0.9211854056,0.1599999999999966,27.6,-0.3891239501,86.82,1,27.18,1009.0,7.0,4.27,4.427167135162895
4.27,85.33,24.62,1.04,-0.9806146585,-0.0099999999999909,28.2,-0.1959461442,87.47,1,27.46,1010.9,6.0,5.07,5.079479268065622
5.07,83.72,24.42,0.25,-0.9997806835,-0.0900000000000034,28.4,0.02094241988,85.33,1,28.13,1011.1,4.0,5.04,5.2863300459208
5.04,87.72,24.79,0.26,-0.9978014683,-0.0700000000000073,28.8,-0.0662739004,83.72,1,28.27,1010.0,7.0,5.3,5.020068182876241
5.3,89.43,24.91,0.32,-0.9999984769,-0.0300000000000011,28.9,0.001745328366,87.72,1,27.32,1008.2,6.0,6.13,5.961423521657842
6.13,86.12,24.95,0.37,-0.9990482216,0.0,28.6,-0.04361938737,89.43,1,27.84,1008.4,5.0,6.93,6.684355614524658
6.93,85.58,24.84,1.43,-0.9822872507,-0.0300000000000011,28.8,-0.1873813146,86.12,1,27.77,1008.5,6.0,6.34,6.581389714591039
6.34,90.25,24.7,5.05,-0.9838850379,-0.0099999999999909,27.9,-0.1788022151,85.58,1,26.66,1008.3,6.0,5.68,5.66269296278435
5.68,90.93,24.31,4.28,-0.9747611942,-0.0400000000000062,28.2,-0.223250116,90.25,1,26.2,1007.9,7.0,5.77,5.648877203852249
5.77,91.09,24.02,5.13,-0.8804773535,0.0100000000000051,27.9,-0.474088209,90.93,1,26.23,1007.6,7.0,4.22,4.788431263547076
4.22,89.33,24.06,0.73,-0.8779829754,0.039999999999992,27.1,-0.4786918579,91.09,1,27.32,1007.4,7.0,4.37,4.52960252524487
4.37,88.74,24.48,0.28,-0.7558534692,0.0,26.8,-0.6547408137,89.33,1,27.67,1008.4,5.0,4.07,4.479139634871481
4.07,89.63,24.94,5.35,-0.9085081775,0.0300000000000011,27.4,-0.4178670738,88.74,1,27.1,1008.8,5.0,4.75,4.645416477606214
4.75,89.2,24.61,7.74,-0.7847763705,0.0900000000000034,27.9,-0.6197790318,89.63,1,27.01,1009.1,6.0,5.15,4.817784844537889
5.15,86.94,24.61,3.64,-0.8964864304,0.0400000000000062,28.8,-0.4430711908,89.2,1,27.63,1009.7,6.0,4.98,5.189453715274591
4.98,87.3,24.91,0.93,-0.9360595357,0.0099999999999909,28.5,-0.3518416484,86.94,1,27.53,1010.4,5.0,5.98,5.70661070153721
5.98,87.63,24.73,0.2,-0.9970527522,-0.1599999999999966,28.5,-0.07671902813,87.3,1,27.74,1010.2,5.0,5.64,5.613359188580608
5.64,85.55,24.96,0.29,-0.9865721616,-0.0499999999999971,28.9,-0.1633259622,87.63,1,28.03,1009.1,4.0,5.79,5.744937950742663
5.79,85.21,24.99,0.22,-0.9999756307,0.0499999999999971,29.1,0.006981260298,85.55,1,28.22,1009.7,3.0,5.45,5.400961191567588
5.45,86.93,25.09,0.18,-0.9978014683,0.0799999999999983,28.8,0.0662739004,85.21,1,28.4,1009.5,5.0,5.32,5.425040981038566
5.32,87.27,24.8,0.06,-0.9999619231,-0.0300000000000011,29.4,-0.008726535498,86.93,1,28.9,1010.1,5.0,4.93,5.087394528148209
4.93,86.01,25.1,0.1,-0.9993283938,0.0799999999999983,28.9,-0.03664370871,87.27,1,28.13,1009.6,6.0,5.2,5.770576346594938
5.2,84.71,24.99,0.16,-0.9997426093,0.0200000000000102,28.9,-0.02268733357,86.01,1,29.06,1010.4,7.0,4.83,4.483641434015554
4.83,85.71,25.11,0.53,-0.9955619646,-0.0300000000000011,27.8,-0.09410831332,84.71,1,28.3,1010.7,6.0,6.04,5.09682408386709
6.04,83.72,25.13,0.44,-0.9781476007,0.0699999999999931,29.4,-0.2079116908,85.71,1,28.61,1011.4,5.0,5.69,6.011869807738826
5.69,84.33,25.11,0.34,-0.9557930148,0.0499999999999971,28.9,-0.2940403252,83.72,1,28.72,1010.7,6.0,5.6,5.583282851607946
5.6,85.76,25.12,0.61,-0.9743700648,-0.0099999999999909,29.3,-0.2249510543,84.33,1,28.4,1011.8,6.0,6.03,5.832849611752705
6.03,87.23,24.85,0.82,-0.9348256764,-0.0799999999999983,29.4,-0.3551069624,85.76,1,28.33,1011.4,5.0,6.05,6.143023724946129
6.05,86.73,25.18,1.22,-0.9342044743,-0.0100000000000051,29.4,-0.3567379993,87.23,1,28.2,1010.7,6.0,6.4,6.101598541550766
6.4,85.52,24.89,1.34,-0.9573194975,-0.0300000000000011,29.4,-0.2890317969,86.73,1,28.31,1010.3,6.0,6.8,6.331708214724981
6.8,85.71,25.17,0.35,-0.984807753,-0.0699999999999931,29.2,-0.1736481777,85.52,1,28.28,1009.9,6.0,7.54,6.346992902248884
7.54,83.9,25.27,0.7,-0.9874138068,-0.0600000000000022,29.3,-0.1581580673,85.71,1,28.53,1009.5,3.0,7.51,6.597619630489016
7.51,83.16,24.94,0.63,-0.9874138068,-0.0499999999999971,29.0,-0.1581580673,83.9,1,28.65,1008.9,5.0,6.41,6.690935340555666
6.41,83.32,24.79,0.2,-0.9916711624,0.0099999999999909,29.2,-0.1287955966,83.16,1,28.85,1008.8,6.0,5.83,5.81936243075463
5.83,86.23,24.63,0.97,-0.9739759673,-0.019999999999996,28.5,-0.2266513074,83.32,1,28.67,1008.7,6.0,5.62,5.497656197827221
5.62,89.11,25.16,2.3,-0.9631625668,0.019999999999996,29.1,-0.2689198206,86.23,1,27.91,1008.6,6.0,5.77,5.143345873817139
5.77,87.56,25.12,1.02,-0.9626917464,0.0900000000000034,28.1,-0.270600446,89.11,1,27.93,1008.4,7.0,6.0,5.717998440429541
6.0,86.39,24.67,2.16,-0.9907478405,-0.0100000000000051,28.2,-0.1357155724,87.56,1,27.85,1010.0,6.0,6.46,5.697525786932759
6.46,87.78,24.59,2.18,-0.9960410654,-0.059999999999988,28.8,-0.08889429687,86.39,1,27.74,1009.4,6.0,5.49,5.703456087355178
