WS10M_lag1,RH,MIN_TEMP,PREC,WD_sin,SURF_PRESSURE_DIFF,AVG_TEMP,WD_cos,RH_lag1,MONOSOON_SEASON_Southwest_Monsoon,MAX_TEMP,SL_PRESSURE_lag1,CLOUD_COVER,WS10M,XGB_LSTM_optuna
2.35,80.51,24.32,2.94,-0.608761429,-0.0200000000000102,27.6,0.7933533403,80.14,0,29.42,1012.3,4.0,1.51,1.8827047564407826
1.51,81.54,24.65,2.87,0.3971478906,-0.0999999999999943,27.6,0.9177546257,80.51,0,28.91,1011.7,5.0,2.23,2.026311215536523
2.23,77.84,24.09,2.06,0.8517269341,0.0,27.3,0.523985906,81.54,0,29.31,1010.7,5.0,0.93,1.4119959513936757
0.93,74.09,24.27,0.27,0.7009092643,0.0999999999999943,27.5,0.7132504492,77.84,0,30.14,1010.8,2.0,1.4,1.7030533414626599
1.4,70.85,22.32,0.03,0.6984152854,0.0700000000000073,27.4,-0.7156927337,74.09,0,30.82,1011.4,4.0,1.91,1.9560636461982488
1.91,74.94,23.37,0.17,0.4539904997,0.0600000000000022,28.6,0.8910065242,70.85,0,30.66,1012.2,2.0,1.93,2.476098235584736
1.93,72.71,23.29,0.01,0.6959127966,0.0999999999999943,27.9,0.7181262978,74.94,0,30.91,1012.9,3.0,3.32,2.944987863849163
3.32,76.19,21.97,0.28,0.6845471059,-0.019999999999996,27.5,0.7289686274,72.71,0,31.04,1013.9,3.0,3.64,4.13912278612709
3.64,78.44,23.32,3.19,0.6639262127,-0.019999999999996,28.9,0.7477980905,76.19,0,31.0,1013.9,5.0,3.95,3.9473524924818815
3.95,77.78,23.48,2.15,0.6333808726,-0.0400000000000062,29.6,0.7738402097,78.44,0,30.64,1013.60757,4.0,4.43,4.369147947988391
4.43,69.03,21.68,0.0,0.6613118653,-0.2199999999999988,28.6,0.7501110696,77.78,0,31.12,1012.5,1.0,3.96,4.041095998957872
3.96,67.17,22.65,0.0,0.8290375726,-0.0700000000000073,26.9,0.5591929035,69.03,0,30.52,1010.4,3.0,2.19,2.330781257468462
2.19,69.43,21.65,0.0,0.6896195437,-0.019999999999996,27.6,0.7241718614,67.17,0,30.78,1010.0,2.0,3.04,3.1322438705676077
3.04,69.47,20.23,0.01,0.7836934573,-0.0100000000000051,26.2,0.6211477803,69.43,0,31.01,1009.8,2.0,3.57,3.476639947946644
3.57,68.23,20.63,0.2,-0.3255681545,-0.039999999999992,26.2,0.9455185756,69.47,0,30.58,1009.9,2.0,2.48,2.6122657264342606
2.48,70.26,22.03,0.05,0.1478094111,-0.0600000000000022,26.9,0.9890158634,68.23,0,31.16,1009.5,4.0,2.41,2.369286570430708
2.41,70.97,23.24,0.0,0.7009092643,0.0100000000000051,27.5,0.7132504492,70.26,0,31.09,1009.0,2.0,2.22,2.742441612488985
2.22,75.11,22.85,0.83,0.7349145951,0.0899999999999892,29.1,0.6781596699,70.97,0,31.93,1009.1,5.0,3.05,2.9951627723572254
3.05,81.57,24.39,9.52,0.5045276238,-0.0299999999999869,29.6,0.8633955506,75.11,0,30.89,1009.7,6.0,4.29,3.6693469175479887
4.29,82.89,24.38,15.01,0.3599968081,0.0299999999999869,28.9,0.9329535348,81.57,0,29.96,1009.9,6.0,2.5,3.4173341644880293
2.5,83.65,24.27,10.56,0.7954734809,-0.0499999999999971,26.8,0.6059884003,82.89,0,28.51,1009.7,6.0,2.83,2.4210257718894064
2.83,76.54,23.59,7.53,0.8443279255,-0.0099999999999909,27.8,0.535826795,83.65,0,30.86,1009.3,5.0,2.6,2.181958115933746
2.6,71.63,23.21,3.56,0.930417568,-0.0600000000000022,27.3,0.3665012267,76.54,0,31.41,1009.3,5.0,2.31,2.177473632106811
2.31,74.88,24.02,2.65,0.7615383075,0.019999999999996,28.5,0.6481199011,71.63,0,31.34,1008.7,6.0,2.18,2.2883607060947
2.18,76.9,24.61,2.41,-0.9916711624,0.0,27.9,0.1287955966,74.88,0,30.58,1009.1,5.0,1.5,1.8516347710093557
1.5,80.84,24.38,16.38,-0.4461978131,0.0400000000000062,28.1,-0.8949343616,76.9,0,29.47,1009.1,4.0,2.04,2.087649660578394
2.04,76.5,23.77,0.88,-0.2198462044,-0.0100000000000051,27.9,0.9755345439,80.84,0,31.09,1009.1,6.0,2.36,2.087739997200781
2.36,74.22,24.79,2.83,0.3222656952,0.0600000000000022,28.1,0.9466492601,76.5,0,31.29,1009.7,3.0,1.48,1.9341393631842374
1.48,72.23,23.48,0.91,-0.2062041854,-0.0100000000000051,28.4,0.9785089851,74.22,0,31.21,1009.8,4.0,2.16,1.8894679930152953
2.16,75.93,24.2,1.57,0.3713678356,0.0300000000000011,28.0,-0.9284858269,72.23,0,31.35,1009.4,5.0,2.16,2.1056163568579676
2.16,76.02,24.46,3.87,0.4832823833,0.0,28.4,0.875464527,75.93,0,30.1,1009.6,6.0,1.62,2.0405716697448733
1.62,76.72,24.22,3.31,0.7847763705,-0.0900000000000034,27.6,0.6197790318,76.02,0,31.49,1009.1,6.0,4.11,2.693959426010847
4.11,78.64,24.15,3.6,0.7408045963,0.0100000000000051,27.7,0.6717205893,76.72,0,30.55,1008.9,7.0,3.77,3.3237714116521597
3.77,82.24,24.57,19.51,0.9488760116,0.0300000000000011,27.1,0.3156490369,78.64,0,29.29,1009.2,7.0,3.36,2.3460213116657735
3.36,76.84,24.11,1.39,0.9542403285,0.039999999999992,27.2,-0.2990407923,82.24,0,30.83,1009.2,6.0,3.05,2.640889903031135
3.05,75.75,24.27,1.42,0.5678437451,0.0200000000000102,28.0,-0.8231363685,76.84,0,30.75,1009.8,4.0,2.56,2.5777418884689807
2.56,76.48,24.23,2.94,-0.5635260489,0.0099999999999909,27.9,-0.8260982945,75.75,0,31.14,1010.3,3.0,1.85,2.2096086597922326
1.85,82.02,25.5,7.99,-0.9390942521,-0.0899999999999892,28.8,-0.3436596946,76.48,0,30.08,1010.2,7.0,1.77,2.192806694492054
1.77,78.18,25.36,3.67,-0.9902680687,-0.0100000000000051,29.3,0.139173101,82.02,0,31.25,1009.1,7.0,1.22,1.4613314457244873
1.22,73.81,24.35,0.95,-0.8191520443,0.0699999999999931,28.4,0.5735764364,78.18,0,32.02,1009.4,3.0,1.69,1.5716863539791823
1.69,73.71,25.06,0.6,-0.9806146585,0.1100000000000136,29.3,-0.1959461442,73.81,0,31.57,1009.7,5.0,1.72,1.7015447520959854
1.72,77.0,25.37,0.91,-0.6781596699,-0.0200000000000102,28.2,-0.7349145951,73.71,0,30.54,1011.1,4.0,1.98,2.0842647134907244
1.98,81.47,25.41,0.15,-0.9723699204,-0.0099999999999909,29.1,-0.2334453639,77.0,0,29.43,1010.5,3.0,2.94,2.6989161823385714
2.94,75.48,24.97,0.08,-0.9967788785,-0.1500000000000056,28.9,-0.08019892433,81.47,0,31.68,1010.7,4.0,2.84,2.2158265712290524
2.84,77.26,25.56,0.82,-0.9876883406,-0.0499999999999971,29.9,-0.156434465,75.48,0,31.04,1009.4,3.0,2.7,2.576153543025255
2.7,71.62,24.38,0.47,-0.4756242091,0.0799999999999983,28.8,-0.8796485729,77.26,0,32.29,1008.9,4.0,1.49,1.840441785585904
1.49,67.58,23.14,0.19,-0.04361938737,0.1599999999999966,29.1,-0.9990482216,71.62,0,30.89,1009.8,4.0,1.63,2.1133707437938214
1.63,72.45,24.92,6.25,0.5519369853,0.019999999999996,28.9,0.8338858221,67.58,0,31.44,1011.3,5.0,1.29,1.657421686660099
1.29,79.49,25.04,15.92,-0.3810703764,-0.059999999999988,27.6,-0.9245460336,72.45,0,30.81,1011.2,5.0,1.92,2.2995615426642417
1.92,80.37,24.9,8.64,-0.3616245701,0.019999999999996,28.1,-0.9323238012,79.49,0,30.46,1011.0,3.0,2.86,2.3149590540005205
2.86,78.95,25.1,4.99,-0.6225146366,-0.0300000000000011,28.6,-0.7826081569,80.37,0,30.56,1010.8,4.0,2.63,2.32276772904737
2.63,83.26,25.87,2.91,-0.7771459615,-0.0400000000000062,29.2,-0.629320391,78.95,0,29.14,1010.3,3.0,3.29,2.9223827608893873
3.29,85.45,25.76,1.65,-0.7637960286,-0.059999999999988,29.6,-0.6454576877,83.26,0,28.96,1010.2,5.0,3.88,3.766275634078312
3.88,85.39,25.25,8.95,-0.6626200482,-0.0500000000000113,29.4,-0.7489557208,85.45,0,28.67,1009.5,6.0,2.88,3.763125542511177
2.88,81.72,24.91,8.6,-0.7604059656,0.0799999999999983,28.8,-0.6494480483,85.39,0,29.14,1009.1,6.0,2.17,2.264517481984377
2.17,77.18,25.52,3.24,-0.9640954042,-0.0699999999999931,28.2,-0.2655561175,81.72,0,30.47,1009.6,3.0,1.5,1.805932919567132
1.5,76.38,24.34,1.64,-0.5778576244,-0.1200000000000045,28.4,-0.8161375901,77.18,0,31.03,1009.1,4.0,1.7,1.859900864452219
1.7,77.71,24.94,1.16,-0.6306758074,-0.0300000000000011,29.2,-0.7760464071,76.38,0,30.38,1007.6,5.0,1.95,2.086881676869631
1.95,84.15,26.0,22.86,-0.7349145951,0.0300000000000011,29.1,-0.6781596699,77.71,0,29.71,1007.4,5.0,1.87,2.1429738297942698
1.87,84.06,24.98,16.98,-0.01047178412,0.1200000000000045,28.6,-0.9999451694,84.15,0,29.72,1008.6,5.0,1.84,2.0145419826658784
1.84,70.27,24.04,5.82,0.6184083954,0.0,27.8,-0.7858568932,84.06,0,32.38,1009.0,5.0,2.33,1.6360850620867728
2.33,75.34,25.44,17.57,-0.5891963574,0.0300000000000011,28.9,-0.8079898839,70.27,0,31.53,1009.6,4.0,1.92,2.3812675566441595
1.92,76.85,25.36,6.25,-0.3875155865,-0.0999999999999943,27.8,-0.9218631516,75.34,0,30.95,1009.5,3.0,1.37,1.8888477099386216
1.37,80.79,25.44,14.7,-0.0191974424,-0.0100000000000051,27.9,0.9998157121,76.85,0,30.2,1008.6,5.0,1.97,1.9735251353696108
1.97,78.87,25.5,14.17,0.9957246982,-0.0799999999999983,27.8,0.09237058745,80.79,0,31.02,1008.5,6.0,1.64,1.7898405818409204
1.64,77.75,25.13,19.56,-0.4756242091,0.0999999999999943,27.8,-0.8796485729,78.87,0,30.9,1007.5,6.0,1.38,1.5863236108926295
1.38,81.2,25.1,14.55,0.4524347093,0.0100000000000051,28.4,-0.8917975296,77.75,0,30.55,1009.5,7.0,3.0,2.457374090634227
3.0,80.6,24.97,3.79,-0.1547103863,0.0499999999999971,28.1,-0.9879598658,81.2,0,31.07,1009.1,5.0,2.26,2.6803210726564406
2.26,78.52,25.95,4.77,-0.4430711908,0.0600000000000022,28.7,-0.8964864304,80.6,0,31.4,1009.2,5.0,1.43,2.0295471844823836
1.43,74.61,25.26,3.2,-0.4099230338,0.0,28.6,-0.9121201162,78.52,0,32.9,1009.7,4.0,1.84,1.8423108451189756
1.84,79.53,26.1,11.82,-0.6266038114,0.039999999999992,28.5,-0.7793379649,74.61,0,30.98,1009.9,5.0,1.89,1.935419116948086
1.89,76.0,25.26,1.67,-0.3354515698,-0.1299999999999954,28.1,-0.9420574528,79.53,0,31.9,1010.5,6.0,2.11,2.0718674451078476
2.11,81.13,25.49,3.71,-0.7372773368,-0.019999999999996,29.0,-0.6755902076,76.0,0,30.91,1009.1,5.0,2.42,2.4335369402717113
2.42,78.41,25.57,0.73,-0.4273578634,-0.0100000000000051,29.0,-0.9040825497,81.13,0,31.66,1009.1,4.0,2.22,2.3136719846093894
2.22,84.76,25.4,3.43,-0.5269557955,0.0700000000000073,29.1,-0.849892693,78.41,0,29.31,1009.0,4.0,2.99,2.877477520408964
2.99,83.38,25.94,2.99,-0.8571673007,-0.0100000000000051,29.3,-0.5150380749,84.76,0,29.62,1009.3,4.0,2.18,2.9648335299880744
2.18,83.66,26.27,10.02,-0.9711342799,0.0,29.2,-0.2385334576,83.38,0,29.91,1008.9,5.0,2.21,2.3947214554546354
2.21,84.8,26.19,8.34,-0.7009092643,-0.0400000000000062,29.2,-0.7132504492,83.66,0,29.72,1009.4,6.0,2.98,2.8908736643911124
2.98,85.12,25.87,12.46,-0.2010779211,-0.039999999999992,28.1,-0.9795752496,84.8,0,30.1,1008.6,5.0,3.47,3.194708452539277
3.47,82.19,25.39,8.75,-0.4305110968,0.0499999999999971,28.9,-0.9025852843,85.12,0,30.64,1007.9,5.0,2.63,2.6540380559502363
2.63,86.0,26.0,18.84,-0.656059029,0.0999999999999943,28.4,-0.7547095802,82.19,0,29.21,1008.8,7.0,2.27,2.898190150473356
2.27,86.03,26.32,11.31,-0.6586894601,-0.039999999999992,28.0,-0.7524149089,86.0,0,28.69,1009.9,5.0,2.82,2.860536136104298
2.82,85.56,26.0,2.89,-0.660001668,-0.0700000000000073,28.9,-0.7512641335,86.03,0,29.87,1008.9,4.0,3.7,3.1936359197052
3.7,84.48,26.25,2.89,-0.7804304073,0.0300000000000011,30.1,-0.6252426563,85.56,1,30.3,1008.2,6.0,3.78,3.709494695853758
3.78,87.63,25.88,7.57,-0.9297764859,-0.039999999999992,30.0,-0.3681245527,84.48,1,29.97,1008.2,7.0,4.32,3.9445797383933066
4.32,78.47,25.6,12.25,-0.7858568932,0.0300000000000011,28.2,-0.6184083954,87.63,1,30.93,1008.8,6.0,2.66,2.8330436071839333
2.66,83.29,26.08,9.44,-0.4924235601,0.019999999999996,28.4,-0.8703556959,78.47,1,29.77,1008.7,7.0,2.69,2.606085546856451
2.69,85.19,25.75,21.5,-0.3665012267,0.1500000000000056,29.2,-0.930417568,83.29,1,29.12,1009.6,6.0,3.75,3.0485281125229595
3.75,85.98,24.95,10.8,-0.2283508701,0.039999999999992,29.0,-0.9735789029,85.19,1,29.26,1010.2,6.0,3.32,3.5304926623533963
3.32,86.4,25.53,11.11,-0.6507742173,-0.0699999999999931,28.8,-0.7592713073,85.98,1,29.04,1010.7,5.0,3.64,3.551172411129665
3.64,86.23,25.46,6.53,-0.5721458734,-0.1000000000000085,28.4,-0.8201518759,86.4,1,28.84,1009.9,7.0,3.45,3.632305732586455
3.45,88.28,25.58,10.68,-0.507538363,0.0400000000000062,28.4,-0.8616291604,86.23,1,28.65,1009.0,6.0,3.52,3.6468809992011546
3.52,87.23,25.09,16.49,-0.5150380749,0.0699999999999931,28.9,-0.8571673007,88.28,1,29.02,1009.8,5.0,3.68,3.5717569128875017
3.68,86.27,25.22,13.77,-0.8007313709,-0.0600000000000022,28.6,-0.5990235985,87.23,1,29.25,1010.5,6.0,2.93,3.4981435479379894
2.93,89.22,25.63,12.53,-0.860742027,-0.059999999999988,28.2,-0.5090414158,86.27,1,28.04,1009.8,7.0,3.46,3.4919511120672704
3.46,89.05,25.39,23.59,-0.7749444887,-0.0200000000000102,27.0,-0.6320293027,89.22,1,27.23,1009.2,7.0,3.06,3.7203942358174324
3.06,84.98,25.64,5.66,-0.9449489122,-0.019999999999996,28.7,-0.327217899,89.05,1,29.16,1009.1,6.0,2.57,3.258472435864592
2.57,88.75,25.96,10.78,-0.653420604,-0.0799999999999983,28.4,-0.7569950557,84.98,1,27.72,1009.0,7.0,2.57,3.1497603781477927
2.57,90.02,25.59,8.27,-0.5606389946,-0.0300000000000011,29.1,-0.8280603346,88.75,1,27.66,1007.8,6.0,3.45,3.537559235332012
3.45,90.25,24.63,15.65,-0.6755902076,0.0400000000000062,27.2,-0.7372773368,90.02,1,27.32,1007.5,7.0,3.96,4.116844860672718
3.96,88.65,24.6,21.46,-0.6883545757,-0.0200000000000102,26.6,-0.725374371,90.25,1,28.24,1008.3,7.0,4.04,4.390121552521521
4.04,87.56,24.79,7.91,-0.7592713073,-0.039999999999992,27.6,-0.6507742173,88.65,1,28.62,1008.5,7.0,4.4,4.267888230147124
4.4,88.44,25.94,36.52,-0.9198214973,0.019999999999996,27.0,-0.3923371166,87.56,1,27.9,1007.3,7.0,5.6,5.699179781244945
5.6,87.36,25.67,38.7,-0.860742027,0.1200000000000045,27.6,-0.5090414158,88.44,1,27.6,1007.6,8.0,5.64,5.890782649161578
5.64,85.87,25.35,11.16,-0.9278362539,-0.1000000000000085,27.4,-0.3729877826,87.36,1,29.05,1008.1,7.0,4.96,5.671176295522452
4.96,88.67,25.69,17.66,-0.8433914458,-0.0099999999999909,26.2,-0.5372996083,85.87,1,27.4,1008.0,7.0,5.7,5.7287497880567555
5.7,88.07,25.76,26.31,-0.9770455744,-0.1500000000000056,25.4,-0.2130303863,88.67,1,28.04,1007.4,8.0,5.95,6.2124531228969095
5.95,86.65,25.61,16.98,-0.9505157316,-0.039999999999992,26.9,-0.3106764296,88.07,1,28.15,1006.6,8.0,4.93,5.923794390595394
4.93,87.46,25.39,8.72,-0.5548444274,0.0,28.1,-0.8319541221,86.65,1,28.42,1005.7,7.0,4.95,5.158794906574965
4.95,87.17,26.34,11.66,-0.6374239897,0.0799999999999983,27.4,-0.7705132428,87.46,1,28.71,1006.1,6.0,7.19,6.56240772861433
7.19,87.24,26.35,8.86,-0.7144726796,0.019999999999996,28.1,-0.6996633405,87.17,1,28.63,1006.6,6.0,7.72,7.504833897507816
7.72,86.48,26.39,3.24,-0.9552783621,0.0300000000000011,29.4,-0.29570805,87.24,1,28.79,1007.0,5.0,7.04,6.713546620160938
7.04,87.64,26.15,1.19,-0.9420574528,-0.0300000000000011,29.3,-0.3354515698,86.48,1,28.98,1007.3,5.0,6.64,6.367186863015116
6.64,88.35,26.43,3.39,-0.899557779,0.0499999999999971,29.6,-0.4368017884,87.64,1,28.91,1007.2,6.0,6.38,6.194140608859778
6.38,90.4,26.25,7.18,-0.726574671,0.1000000000000085,28.4,-0.6870875108,88.35,1,27.99,1008.1,6.0,5.67,6.008491735722953
5.67,90.3,25.84,15.06,-0.8181497174,0.019999999999996,28.0,-0.575005252,90.4,1,27.94,1008.4,6.0,5.57,5.894109836153627
5.57,90.01,26.14,10.17,-0.9645574185,-0.0900000000000034,28.9,-0.26387305,90.3,1,27.96,1008.6,6.0,6.06,6.082667503938204
6.06,89.56,26.12,6.67,-0.9531906678,-0.0699999999999931,28.1,-0.3023698908,90.01,1,27.98,1008.0,6.0,5.78,6.058951702952385
5.78,89.2,25.82,4.43,-0.8319541221,0.0799999999999983,28.4,-0.5548444274,89.56,1,28.25,1007.1,5.0,5.19,5.758006624357319
5.19,91.39,26.23,6.69,-0.8100416404,0.2399999999999948,28.7,-0.5863723567,89.2,1,27.66,1008.0,7.0,6.53,5.983619808393359
6.53,89.79,25.94,13.59,-0.8845809752,-0.0400000000000062,27.2,-0.4663866403,91.39,1,27.79,1009.7,8.0,6.92,6.923338533546328
6.92,89.43,26.14,8.75,-0.8837656301,-0.059999999999988,28.8,-0.4679298143,89.79,1,27.9,1009.9,6.0,7.6,7.483737055473566
7.6,89.78,26.18,5.24,-0.8589598969,-0.0400000000000062,29.3,-0.5120428649,89.43,1,27.98,1009.2,6.0,7.94,7.5200980254050735
7.94,89.59,26.16,5.8,-0.8686315144,0.0499999999999971,29.4,-0.4954586684,89.78,1,28.14,1009.1,6.0,7.55,7.379216098263026
7.55,88.06,25.95,2.64,-0.8686315144,0.0700000000000073,28.9,-0.4954586684,89.59,1,28.3,1009.7,5.0,7.0,6.69801130934925
7.0,88.17,25.72,1.19,-0.8433914458,-0.0300000000000011,29.0,-0.5372996083,88.06,1,28.26,1010.3,5.0,6.5,6.574051493438244
6.5,88.98,25.37,3.13,-0.8270805743,0.0300000000000011,29.3,-0.5620833779,88.17,1,28.3,1009.9,6.0,6.18,5.906979516585946
6.18,87.39,25.46,5.6,-0.8894163733,0.0,27.8,-0.4570979271,88.98,1,28.31,1009.9,7.0,5.06,5.622815601836544
5.06,90.67,25.65,11.0,-0.8845809752,0.0600000000000022,27.8,-0.4663866403,87.39,1,27.48,1010.0,6.0,5.44,5.5490632381064895
5.44,87.1,25.25,13.48,-0.8853936258,0.0999999999999943,27.7,-0.4648420457,90.67,1,27.8,1010.6,7.0,6.2,5.835499441445947
6.2,86.66,25.14,4.85,-0.9232102171,-0.0799999999999983,27.7,-0.3842953227,87.1,1,27.79,1011.5,7.0,5.79,5.963706884605265
5.79,87.73,24.97,3.69,-0.8517269341,-0.0799999999999983,28.2,-0.523985906,86.66,1,27.95,1011.0,6.0,5.71,5.660860870725012
5.71,86.43,25.32,1.64,-0.79863551,-0.0200000000000102,28.1,-0.6018150232,87.73,1,28.06,1010.5,5.0,6.47,5.641715312252068
6.47,84.46,25.15,0.34,-0.8443279255,0.0100000000000051,28.8,-0.535826795,86.43,1,28.11,1010.0,6.0,6.7,6.203781321050167
6.7,86.93,25.15,2.38,-0.813100761,-0.039999999999992,27.8,-0.5821229702,84.46,1,28.32,1010.1,6.0,6.73,6.1445545632365945
6.73,89.34,25.55,3.09,-0.8028174752,-0.0400000000000062,27.9,-0.596224875,86.93,1,27.73,1009.5,5.0,6.47,6.133185143547255
6.47,89.11,25.27,4.09,-0.8241261886,-0.0400000000000062,28.6,-0.5664062369,89.34,1,27.96,1009.4,6.0,5.61,6.012059573127419
5.61,90.68,25.46,5.32,-0.8589598969,0.0700000000000073,27.4,-0.5120428649,89.11,1,27.59,1009.3,6.0,4.98,5.354559766001701
4.98,88.29,25.19,6.53,-0.9443763702,-0.019999999999996,28.0,-0.3288666467,90.68,1,27.58,1009.8,6.0,5.44,5.336390778246408
5.44,89.57,24.98,5.42,-0.9449489122,-0.0700000000000073,28.9,-0.327217899,88.29,1,27.73,1009.3,7.0,5.55,5.567876387068421
5.55,88.33,24.69,2.1,-0.9685831611,0.0,28.6,-0.2486898872,89.57,1,27.71,1008.6,6.0,5.71,5.413541565762639
5.71,86.83,24.21,1.32,-0.9547607995,0.0100000000000051,28.7,-0.2973748741,88.33,1,27.91,1008.1,6.0,4.46,5.449019016486788
4.46,85.51,24.34,1.15,-0.9291325715,-0.0499999999999971,28.2,-0.3697467573,86.83,1,27.48,1008.1,4.0,4.69,4.889681578508139
4.69,87.28,24.76,3.26,-0.9626917464,0.0,28.4,-0.270600446,85.51,1,27.91,1008.0,5.0,4.2,4.662333261348486
4.2,88.22,24.94,1.83,-0.9698720153,0.0300000000000011,28.8,-0.2436150118,87.28,1,27.72,1008.3,6.0,3.98,4.475356678209335
3.98,89.2,24.92,3.23,-0.8949343616,0.059999999999988,28.5,-0.4461978131,88.22,1,27.67,1008.7,6.0,4.38,4.360372762278384
4.38,88.42,24.69,1.39,-0.9438009516,0.0300000000000011,28.8,-0.3305143927,89.2,1,27.84,1009.0,6.0,3.9,4.27885289235723
3.9,88.25,25.03,0.28,-0.9542403285,0.0300000000000011,29.2,-0.2990407923,88.42,1,28.0,1009.6,6.0,4.54,4.435536516093611
4.54,87.78,25.06,0.48,-0.9284858269,-0.019999999999996,29.2,-0.3713678356,88.25,1,28.1,1010.0,6.0,4.77,4.898125045365977
4.77,89.62,25.14,0.82,-0.9018325264,-0.0400000000000062,28.9,-0.4320857488,87.78,1,27.88,1010.0,6.0,5.42,5.097085364310503
5.42,88.81,25.08,0.83,-0.9788673888,-0.0099999999999909,29.0,-0.2044960518,89.62,1,27.27,1009.2,6.0,6.03,5.896026583395958
6.03,86.91,25.13,1.65,-0.9774158943,-0.0499999999999971,29.1,-0.2113247965,88.81,1,27.7,1008.5,5.0,6.3,6.156584026872539
6.3,88.58,25.33,7.29,-0.9177546257,0.0699999999999931,27.9,-0.3971478906,86.91,1,27.94,1008.2,7.0,7.14,6.172565193432301
7.14,87.84,24.83,11.82,-0.9163627296,0.1299999999999954,26.7,-0.4003490326,88.58,1,27.44,1009.4,7.0,6.24,6.810558063754677
6.24,89.33,24.88,8.72,-0.9225380895,0.0,25.9,-0.3859060423,87.84,1,27.18,1010.9,7.0,5.46,5.761786799163223
5.46,88.69,24.97,3.55,-0.9291325715,-0.0799999999999983,27.0,-0.3697467573,89.33,1,27.57,1010.7,5.0,5.39,5.28674406035924
5.39,88.08,24.88,1.62,-0.959805292,-0.0300000000000011,28.6,-0.2806667089,88.69,1,27.67,1009.3,6.0,6.32,5.712974658175856
6.32,87.48,24.24,2.02,-0.9617413095,-0.0699999999999931,28.4,-0.2739592187,88.08,1,27.98,1008.9,6.0,6.17,5.737362163830805
6.17,89.76,25.24,6.37,-0.9953961984,0.0099999999999909,27.9,-0.09584575252,87.48,1,27.29,1008.1,6.0,6.61,6.241342645822358
6.61,87.94,24.63,3.02,-0.9991943951,0.0300000000000011,27.0,0.04013179253,89.76,1,27.46,1008.4,6.0,6.15,5.962693416061878
6.15,86.31,24.81,1.98,-0.9859960371,0.0200000000000102,27.8,-0.1667687467,87.94,1,27.67,1009.1,5.0,6.31,5.944481711133504
6.31,89.11,24.34,1.07,-0.9939609555,0.0,28.1,-0.1097343111,86.31,1,27.87,1009.0,4.0,5.44,5.724999565885067
5.44,91.16,24.59,1.26,-0.9578224948,0.039999999999992,28.0,-0.2873605198,89.11,1,26.98,1009.2,5.0,6.35,5.506452366889596
6.35,86.09,24.02,0.26,-0.9578224948,0.0499999999999971,27.9,-0.2873605198,91.16,1,28.06,1009.9,7.0,5.94,5.542202852373481
5.94,91.89,24.31,0.46,-0.9414705448,0.0300000000000011,28.4,-0.3370952584,86.09,1,27.49,1010.3,5.0,4.96,5.123268044837147
4.96,91.06,24.23,0.29,-0.9759167619,-0.0499999999999971,28.2,-0.2181432414,91.89,1,27.87,1010.5,5.0,4.89,4.821695232863426
4.89,90.29,24.14,0.63,-0.9939609555,-0.1099999999999994,28.6,-0.1097343111,91.06,1,27.84,1009.4,6.0,4.64,4.64066968728981
4.64,90.18,24.24,2.33,-0.9994502159,0.1099999999999994,28.3,-0.03315517839,90.29,1,27.4,1009.0,6.0,5.82,5.072318974898267
5.82,91.06,24.22,1.59,-0.9854078985,0.0,28.1,-0.1702094992,90.18,1,27.15,1010.2,7.0,4.93,5.388849898248553
4.93,89.09,24.73,0.82,-0.9985366703,0.0400000000000062,28.2,-0.05407881298,91.06,1,27.61,1010.2,7.0,5.82,5.311265690539986
5.82,90.52,24.42,0.45,-0.9819587127,-0.0100000000000051,28.1,-0.189095443,89.09,1,27.35,1010.3,7.0,5.38,5.768583320640332
5.38,88.18,24.03,0.19,-0.9466492601,-0.0600000000000022,28.3,-0.3222656952,90.52,1,27.87,1010.4,6.0,4.9,4.934637071779894
4.9,89.14,23.88,0.33,-0.8625136692,-0.0600000000000022,28.6,-0.5060337641,88.18,1,27.44,1010.0,6.0,5.38,5.084273630986929
5.38,90.37,24.39,4.16,-0.8028174752,0.0500000000000113,28.7,-0.596224875,89.14,1,27.35,1009.2,6.0,6.17,5.459055723858446
6.17,90.72,24.47,5.52,-0.9114032766,0.0999999999999943,28.1,-0.4115143586,90.37,1,26.8,1009.5,5.0,5.24,5.368153653155476
5.24,91.63,24.35,3.15,-0.7626683297,0.0300000000000011,28.0,-0.6467897795,90.72,1,27.02,1010.6,6.0,4.37,4.7779259142581525
4.37,91.44,24.33,1.77,-0.7349145951,0.019999999999996,27.9,-0.6781596699,91.63,1,27.21,1011.1,6.0,4.56,4.475313957907296
4.56,92.12,24.58,1.04,-0.8712138111,0.0300000000000011,28.9,-0.4909037536,91.44,1,27.43,1011.4,5.0,4.35,4.685207531537294
4.35,89.14,24.1,0.9,-0.9284858269,0.0,28.7,-0.3713678356,92.12,1,27.09,1011.7,7.0,5.09,4.705872524284411
5.09,89.52,24.55,0.86,-0.9384930228,-0.0100000000000051,29.1,-0.345298199,89.14,1,27.36,1011.3,4.0,5.86,5.600292290495872
5.86,88.49,24.4,0.7,-0.9552783621,-0.0799999999999983,28.9,-0.29570805,89.52,1,27.3,1011.4,4.0,6.54,6.132326537668085
6.54,89.5,24.32,0.91,-0.9583225745,-0.1299999999999954,28.6,-0.2856883674,88.49,1,27.52,1010.9,5.0,5.7,6.047358750553704
5.7,91.7,24.61,7.74,-0.9602936857,0.0300000000000011,25.3,-0.278991106,89.5,1,26.86,1009.3,7.0,5.45,5.5244177117301225
